order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI000059,ORD000032,PROD0034,1,623.0,0.0,623.0
OI000060,ORD000032,PROD0049,2,482.17,0.05,916.12
OI000061,ORD000032,PROD0032,1,1603.35,0.2,1282.68
OI000062,ORD000032,PROD0040,2,5311.32,0.1,9560.38
OI000063,ORD000033,PROD0014,1,2757.65,0.0,2757.65
OI000064,ORD000034,PROD0034,1,623.0,0.1,560.7
OI000065,ORD000034,PROD0015,1,1250.54,0.05,1188.01
OI000066,ORD000034,PROD0024,2,3493.68,0.0,6987.36
OI000067,ORD000034,PROD0029,1,2073.63,0.15,1762.59
OI000068,ORD000035,PROD0050,1,750.27,0.1,675.24
OI000069,ORD000036,PROD0049,1,482.17,0.2,385.74
OI000070,ORD000036,PROD0014,1,2757.65,0.05,2619.77
OI000071,ORD000036,PROD0007,1,2398.35,0.0,2398.35
OI000072,ORD000036,PROD0020,3,4914.12,0.0,14742.36
OI000073,ORD000037,PROD0049,3,482.17,0.0,1446.51
OI000074,ORD000038,PROD0011,1,1364.75,0.05,1296.51
OI000075,ORD000038,PROD0032,1,1603.35,0.0,1603.35
OI000076,ORD000038,PROD0024,1,3493.68,0.0,3493.68
OI000077,ORD000039,PROD0034,1,623.0,0.1,560.7
OI000078,ORD000039,PROD0050,1,750.27,0.0,750.27
OI000079,ORD000039,PROD0028,1,9171.98,0.0,9171.98
OI000080,ORD000039,PROD0016,1,2390.13,0.0,2390.13
OI000081,ORD000039,PROD0032,1,1603.35,0.05,1523.18
OI000082,ORD000040,PROD0049,1,482.17,0.0,482.17
OI000083,ORD000041,PROD0044,3,311.15,0.05,886.78
OI000084,ORD000042,PROD0014,1,2757.65,0.0,2757.65
OI000085,ORD000043,PROD0050,1,750.27,0.1,675.24
OI000086,ORD000043,PROD0049,1,482.17,0.0,482.17
OI000087,ORD000044,PROD0007,1,2398.35,0.1,2158.52
OI000088,ORD000044,PROD0049,1,482.17,0.0,482.17
OI000089,ORD000045,PROD0044,1,311.15,0.15,264.48
OI000090,ORD000045,PROD0049,1,482.17,0.1,433.95
OI000091,ORD000045,PROD0002,1,4273.58,0.15,3632.54
OI000092,ORD000046,PROD0033,1,2386.05,0.0,2386.05
OI000093,ORD000047,PROD0049,1,482.17,0.1,433.95
OI000094,ORD000047,PROD0050,2,750.27,0.2,1200.43
OI000095,ORD000047,PROD0031,1,862.99,0.0,862.99
OI000096,ORD000047,PROD0007,1,2398.35,0.2,1918.68
OI000097,ORD000047,PROD0034,1,623.0,0.2,498.4
OI000098,ORD000048,PROD0022,1,1469.28,0.0,1469.28
OI000099,ORD000048,PROD0024,2,3493.68,0.0,6987.36
OI000100,ORD000049,PROD0017,1,4778.51,0.15,4061.73
OI000101,ORD000049,PROD0044,2,311.15,0.15,528.95
OI000102,ORD000049,PROD0028,1,9171.98,0.15,7796.18
OI000103,ORD000050,PROD0040,1,5311.32,0.1,4780.19
OI000104,ORD000050,PROD0049,1,482.17,0.05,458.06
OI000105,ORD000051,PROD0045,1,1335.85,0.2,1068.68
OI000106,ORD000052,PROD0044,1,311.15,0.0,311.15
OI000107,ORD000053,PROD0045,1,1335.85,0.0,1335.85
OI000108,ORD000053,PROD0020,1,4914.12,0.0,4914.12
OI000109,ORD000053,PROD0014,1,2757.65,0.0,2757.65
OI000110,ORD000053,PROD0049,1,482.17,0.0,482.17
OI000111,ORD000053,PROD0034,2,623.0,0.15,1059.1
OI000112,ORD000054,PROD0050,1,750.27,0.2,600.22
OI000113,ORD000055,PROD0013,1,2374.52,0.05,2255.79
OI000114,ORD000056,PROD0033,3,2386.05,0.05,6800.24
OI000115,ORD000056,PROD0005,2,1478.08,0.0,2956.16
OI000116,ORD000057,PROD0036,2,1808.21,0.0,3616.42
OI000117,ORD000057,PROD0046,1,425.08,0.0,425.08
OI000118,ORD000058,PROD0013,3,2374.52,0.0,7123.56
OI000119,ORD000058,PROD0021,1,3340.76,0.0,3340.76
OI000120,ORD000058,PROD0028,1,9171.98,0.15,7796.18
OI000121,ORD000058,PROD0040,1,5311.32,0.1,4780.19
OI000122,ORD000059,PROD0049,2,482.17,0.2,771.47
OI000123,ORD000060,PROD0047,1,392.75,0.15,333.84
OI000124,ORD000061,PROD0040,3,5311.32,0.0,15933.96
OI000125,ORD000061,PROD0011,3,1364.75,0.0,4094.25
OI000126,ORD000061,PROD0034,1,623.0,0.05,591.85
OI000127,ORD000062,PROD0049,2,482.17,0.1,867.91
OI000128,ORD000062,PROD0013,2,2374.52,0.0,4749.04
OI000129,ORD000062,PROD0032,1,1603.35,0.15,1362.85
OI000130,ORD000063,PROD0034,1,623.0,0.05,591.85
OI000131,ORD000064,PROD0009,1,7194.38,0.0,7194.38
OI000132,ORD000064,PROD0030,2,1158.24,0.1,2084.83
OI000133,ORD000064,PROD0002,3,4273.58,0.0,12820.74
OI000134,ORD000065,PROD0013,1,2374.52,0.2,1899.62
OI000135,ORD000065,PROD0034,1,623.0,0.1,560.7
OI000136,ORD000065,PROD0044,1,311.15,0.05,295.59
OI000137,ORD000066,PROD0049,1,482.17,0.05,458.06
OI000138,ORD000067,PROD0021,3,3340.76,0.0,10022.28
OI000139,ORD000067,PROD0018,1,4185.64,0.15,3557.79
OI000140,ORD000067,PROD0008,1,1111.28,0.15,944.59
OI000141,ORD000067,PROD0015,2,1250.54,0.1,2250.97
OI000142,ORD000067,PROD0049,2,482.17,0.0,964.34
OI000143,ORD000068,PROD0044,1,311.15,0.1,280.03
OI000144,ORD000069,PROD0007,1,2398.35,0.0,2398.35
OI000145,ORD000069,PROD0037,1,1134.82,0.0,1134.82
OI000146,ORD000069,PROD0031,1,862.99,0.0,862.99
OI000147,ORD000070,PROD0043,1,2914.27,0.15,2477.13
OI000148,ORD000070,PROD0049,2,482.17,0.0,964.34
OI000149,ORD000071,PROD0020,2,4914.12,0.0,9828.24
OI000150,ORD000072,PROD0028,1,9171.98,0.0,9171.98
OI000151,ORD000072,PROD0008,1,1111.28,0.1,1000.15
OI000152,ORD000073,PROD0044,3,311.15,0.1,840.1
OI000153,ORD000073,PROD0050,1,750.27,0.0,750.27
OI000154,ORD000074,PROD0007,1,2398.35,0.0,2398.35
OI000155,ORD000074,PROD0024,1,3493.68,0.0,3493.68
OI000156,ORD000074,PROD0049,1,482.17,0.1,433.95
OI000157,ORD000075,PROD0003,1,3142.61,0.0,3142.61
OI000158,ORD000076,PROD0014,1,2757.65,0.1,2481.89
OI000159,ORD000076,PROD0050,1,750.27,0.1,675.24
OI000160,ORD000077,PROD0049,1,482.17,0.05,458.06
OI000161,ORD000078,PROD0044,1,311.15,0.05,295.59
OI000162,ORD000079,PROD0009,2,7194.38,0.0,14388.76
OI000163,ORD000079,PROD0040,1,5311.32,0.05,5045.75
OI000164,ORD000079,PROD0007,3,2398.35,0.0,7195.05
OI000165,ORD000080,PROD0013,1,2374.52,0.0,2374.52
OI000166,ORD000081,PROD0049,1,482.17,0.0,482.17
OI000167,ORD000082,PROD0004,2,1971.0,0.0,3942.0
OI000168,ORD000082,PROD0007,1,2398.35,0.0,2398.35
OI000169,ORD000083,PROD0049,1,482.17,0.0,482.17
OI000170,ORD000084,PROD0050,1,750.27,0.1,675.24
OI000171,ORD000084,PROD0007,1,2398.35,0.05,2278.43
OI000172,ORD000085,PROD0040,1,5311.32,0.1,4780.19
OI000173,ORD000086,PROD0040,1,5311.32,0.15,4514.62
OI000174,ORD000086,PROD0020,2,4914.12,0.0,9828.24
OI000175,ORD000086,PROD0007,1,2398.35,0.05,2278.43
OI000176,ORD000086,PROD0009,1,7194.38,0.05,6834.66
OI000177,ORD000086,PROD0013,1,2374.52,0.0,2374.52
OI000178,ORD000087,PROD0044,1,311.15,0.0,311.15
OI000179,ORD000088,PROD0009,2,7194.38,0.0,14388.76
OI000180,ORD000088,PROD0050,1,750.27,0.1,675.24
OI000181,ORD000089,PROD0034,1,623.0,0.0,623.0
OI000182,ORD000089,PROD0007,2,2398.35,0.0,4796.7
OI000183,ORD000090,PROD0013,2,2374.52,0.05,4511.59
OI000184,ORD000090,PROD0009,1,7194.38,0.0,7194.38
OI000185,ORD000090,PROD0024,1,3493.68,0.1,3144.31
OI000186,ORD000091,PROD0013,1,2374.52,0.05,2255.79
OI000187,ORD000091,PROD0029,1,2073.63,0.0,2073.63
OI000188,ORD000091,PROD0050,1,750.27,0.0,750.27
OI000189,ORD000091,PROD0049,2,482.17,0.15,819.69
OI000190,ORD000092,PROD0040,2,5311.32,0.1,9560.38
OI000191,ORD000093,PROD0013,2,2374.52,0.15,4036.68
OI000192,ORD000093,PROD0032,1,1603.35,0.15,1362.85
OI000193,ORD000093,PROD0049,2,482.17,0.05,916.12
OI000194,ORD000093,PROD0035,1,2299.69,0.15,1954.74
OI000195,ORD000093,PROD0037,1,1134.82,0.05,1078.08
OI000196,ORD000094,PROD0049,2,482.17,0.0,964.34
OI000197,ORD000095,PROD0013,1,2374.52,0.0,2374.52
OI000198,ORD000096,PROD0028,1,9171.98,0.05,8713.38
OI000199,ORD000097,PROD0032,3,1603.35,0.1,4329.04
OI000200,ORD000097,PROD0050,1,750.27,0.15,637.73
OI000201,ORD000097,PROD0026,1,1145.07,0.15,973.31
OI000202,ORD000098,PROD0009,1,7194.38,0.05,6834.66
OI000203,ORD000098,PROD0002,1,4273.58,0.0,4273.58
OI000204,ORD000099,PROD0044,1,311.15,0.15,264.48
OI000205,ORD000100,PROD0044,1,311.15,0.0,311.15
OI000206,ORD000100,PROD0017,2,4778.51,0.1,8601.32
OI000207,ORD000101,PROD0049,1,482.17,0.0,482.17
OI000208,ORD000101,PROD0020,2,4914.12,0.0,9828.24
OI000209,ORD000102,PROD0007,1,2398.35,0.05,2278.43
OI000210,ORD000103,PROD0040,2,5311.32,0.0,10622.64
OI000211,ORD000103,PROD0020,1,4914.12,0.1,4422.71
OI000212,ORD000104,PROD0043,1,2914.27,0.15,2477.13
OI000213,ORD000105,PROD0049,1,482.17,0.0,482.17
OI000214,ORD000106,PROD0044,1,311.15,0.05,295.59
OI000215,ORD000106,PROD0032,1,1603.35,0.0,1603.35
OI000216,ORD000107,PROD0050,2,750.27,0.15,1275.46
OI000217,ORD000107,PROD0049,2,482.17,0.0,964.34
OI000218,ORD000108,PROD0043,1,2914.27,0.0,2914.27
OI000219,ORD000108,PROD0034,2,623.0,0.05,1183.7
OI000220,ORD000108,PROD0007,1,2398.35,0.0,2398.35
OI000221,ORD000108,PROD0029,1,2073.63,0.0,2073.63
OI000222,ORD000109,PROD0005,2,1478.08,0.15,2512.74
OI000223,ORD000109,PROD0045,1,1335.85,0.1,1202.26
OI000224,ORD000110,PROD0047,2,392.75,0.0,785.5
OI000225,ORD000110,PROD0049,1,482.17,0.1,433.95
OI000226,ORD000110,PROD0002,2,4273.58,0.05,8119.8
OI000227,ORD000110,PROD0050,1,750.27,0.05,712.76
OI000228,ORD000111,PROD0034,1,623.0,0.0,623.0
OI000229,ORD000111,PROD0007,1,2398.35,0.0,2398.35
OI000230,ORD000111,PROD0013,1,2374.52,0.05,2255.79
OI000231,ORD000112,PROD0046,1,425.08,0.15,361.32
OI000232,ORD000113,PROD0039,1,681.07,0.05,647.02
OI000233,ORD000113,PROD0049,1,482.17,0.0,482.17
OI000234,ORD000114,PROD0036,3,1808.21,0.1,4882.17
OI000235,ORD000115,PROD0049,1,482.17,0.0,482.17
OI000236,ORD000116,PROD0043,1,2914.27,0.0,2914.27
OI000237,ORD000116,PROD0049,1,482.17,0.05,458.06
OI000238,ORD000116,PROD0034,1,623.0,0.1,560.7
OI000239,ORD000116,PROD0026,2,1145.07,0.05,2175.63
OI000240,ORD000117,PROD0040,2,5311.32,0.0,10622.64
OI000241,ORD000117,PROD0034,1,623.0,0.05,591.85
OI000242,ORD000118,PROD0031,1,862.99,0.0,862.99
OI000243,ORD000119,PROD0032,1,1603.35,0.1,1443.02
OI000244,ORD000119,PROD0040,1,5311.32,0.15,4514.62
OI000245,ORD000119,PROD0007,1,2398.35,0.05,2278.43
OI000246,ORD000120,PROD0050,1,750.27,0.05,712.76
OI000247,ORD000121,PROD0013,1,2374.52,0.0,2374.52
OI000248,ORD000121,PROD0034,1,623.0,0.05,591.85
OI000249,ORD000122,PROD0020,2,4914.12,0.0,9828.24
OI000250,ORD000123,PROD0050,1,750.27,0.0,750.27
OI000251,ORD000124,PROD0020,1,4914.12,0.05,4668.41
OI000252,ORD000125,PROD0050,1,750.27,0.1,675.24
OI000253,ORD000125,PROD0007,1,2398.35,0.0,2398.35
OI000254,ORD000125,PROD0013,1,2374.52,0.0,2374.52
OI000255,ORD000126,PROD0015,3,1250.54,0.15,3188.88
OI000256,ORD000126,PROD0049,2,482.17,0.0,964.34
OI000257,ORD000127,PROD0013,1,2374.52,0.0,2374.52
OI000258,ORD000128,PROD0023,1,2142.79,0.0,2142.79
OI000259,ORD000129,PROD0046,1,425.08,0.15,361.32
OI000260,ORD000130,PROD0043,1,2914.27,0.05,2768.56
OI000261,ORD000130,PROD0044,1,311.15,0.0,311.15
OI000262,ORD000130,PROD0020,2,4914.12,0.05,9336.83
OI000263,ORD000130,PROD0039,1,681.07,0.05,647.02
OI000264,ORD000131,PROD0049,1,482.17,0.0,482.17
OI000265,ORD000132,PROD0028,1,9171.98,0.05,8713.38
OI000266,ORD000133,PROD0007,1,2398.35,0.0,2398.35
OI000267,ORD000134,PROD0049,1,482.17,0.0,482.17
OI000268,ORD000134,PROD0044,1,311.15,0.0,311.15
OI000269,ORD000135,PROD0029,2,2073.63,0.0,4147.26
OI000270,ORD000135,PROD0049,1,482.17,0.0,482.17
OI000271,ORD000135,PROD0044,1,311.15,0.0,311.15
OI000272,ORD000136,PROD0044,1,311.15,0.1,280.03
OI000273,ORD000136,PROD0020,1,4914.12,0.0,4914.12
OI000274,ORD000137,PROD0009,1,7194.38,0.15,6115.22
OI000275,ORD000138,PROD0007,1,2398.35,0.0,2398.35
OI000276,ORD000139,PROD0021,3,3340.76,0.0,10022.28
OI000277,ORD000139,PROD0013,1,2374.52,0.2,1899.62
OI000278,ORD000140,PROD0004,3,1971.0,0.1,5321.7
OI000279,ORD000140,PROD0032,1,1603.35,0.05,1523.18
OI000280,ORD000141,PROD0009,1,7194.38,0.05,6834.66
OI000281,ORD000142,PROD0049,1,482.17,0.1,433.95
OI000282,ORD000143,PROD0040,3,5311.32,0.1,14340.56
OI000283,ORD000143,PROD0049,1,482.17,0.05,458.06
OI000284,ORD000143,PROD0050,1,750.27,0.1,675.24
OI000285,ORD000143,PROD0013,1,2374.52,0.05,2255.79
OI000286,ORD000144,PROD0034,2,623.0,0.1,1121.4
OI000287,ORD000144,PROD0049,1,482.17,0.2,385.74
OI000288,ORD000145,PROD0007,1,2398.35,0.0,2398.35
OI000289,ORD000146,PROD0020,1,4914.12,0.1,4422.71
OI000290,ORD000146,PROD0036,1,1808.21,0.0,1808.21
OI000291,ORD000147,PROD0050,2,750.27,0.15,1275.46
OI000292,ORD000148,PROD0013,1,2374.52,0.0,2374.52
OI000293,ORD000148,PROD0024,1,3493.68,0.2,2794.94
OI000294,ORD000149,PROD0049,1,482.17,0.0,482.17
OI000295,ORD000149,PROD0044,2,311.15,0.0,622.3
OI000296,ORD000149,PROD0033,1,2386.05,0.0,2386.05
OI000297,ORD000149,PROD0007,2,2398.35,0.0,4796.7
OI000298,ORD000149,PROD0040,3,5311.32,0.0,15933.96
OI000299,ORD000150,PROD0031,1,862.99,0.2,690.39
OI000300,ORD000150,PROD0049,2,482.17,0.15,819.69
OI000301,ORD000150,PROD0038,1,2871.85,0.15,2441.07
OI000302,ORD000150,PROD0022,1,1469.28,0.05,1395.82
OI000303,ORD000150,PROD0013,1,2374.52,0.1,2137.07
OI000304,ORD000151,PROD0024,1,3493.68,0.1,3144.31
OI000305,ORD000151,PROD0049,2,482.17,0.1,867.91
OI000306,ORD000151,PROD0034,1,623.0,0.2,498.4
OI000307,ORD000151,PROD0050,2,750.27,0.05,1425.51
OI000308,ORD000151,PROD0007,2,2398.35,0.05,4556.86
OI000309,ORD000152,PROD0032,3,1603.35,0.0,4810.05
OI000310,ORD000152,PROD0040,1,5311.32,0.0,5311.32
OI000311,ORD000153,PROD0044,1,311.15,0.1,280.03
OI000312,ORD000153,PROD0007,2,2398.35,0.15,4077.2
OI000313,ORD000153,PROD0014,1,2757.65,0.0,2757.65
OI000314,ORD000154,PROD0050,1,750.27,0.15,637.73
OI000315,ORD000155,PROD0045,2,1335.85,0.1,2404.53
OI000316,ORD000156,PROD0049,1,482.17,0.05,458.06
OI000317,ORD000156,PROD0040,1,5311.32,0.0,5311.32
OI000318,ORD000156,PROD0044,1,311.15,0.15,264.48
OI000319,ORD000157,PROD0007,1,2398.35,0.1,2158.52
OI000320,ORD000158,PROD0007,1,2398.35,0.0,2398.35
OI000321,ORD000158,PROD0050,1,750.27,0.0,750.27
OI000322,ORD000158,PROD0032,2,1603.35,0.0,3206.7
OI000323,ORD000158,PROD0014,2,2757.65,0.0,5515.3
OI000324,ORD000159,PROD0013,1,2374.52,0.0,2374.52
OI000325,ORD000160,PROD0024,1,3493.68,0.1,3144.31
OI000326,ORD000160,PROD0049,1,482.17,0.1,433.95
OI000327,ORD000160,PROD0018,3,4185.64,0.05,11929.07
OI000328,ORD000160,PROD0031,1,862.99,0.1,776.69
OI000329,ORD000161,PROD0049,1,482.17,0.0,482.17
OI000330,ORD000162,PROD0007,1,2398.35,0.15,2038.6
OI000331,ORD000162,PROD0044,2,311.15,0.0,622.3
OI000332,ORD000163,PROD0032,2,1603.35,0.0,3206.7
OI000333,ORD000163,PROD0007,1,2398.35,0.1,2158.52
OI000334,ORD000164,PROD0040,1,5311.32,0.0,5311.32
OI000335,ORD000165,PROD0032,1,1603.35,0.05,1523.18
OI000336,ORD000166,PROD0049,1,482.17,0.1,433.95
OI000337,ORD000167,PROD0007,1,2398.35,0.0,2398.35
OI000338,ORD000168,PROD0049,2,482.17,0.0,964.34
OI000339,ORD000169,PROD0050,1,750.27,0.0,750.27
OI000340,ORD000170,PROD0040,2,5311.32,0.0,10622.64
OI000341,ORD000171,PROD0042,3,3177.33,0.0,9531.99
OI000342,ORD000171,PROD0050,2,750.27,0.05,1425.51
OI000343,ORD000171,PROD0049,1,482.17,0.0,482.17
OI000344,ORD000172,PROD0006,3,657.82,0.0,1973.46
OI000345,ORD000172,PROD0020,1,4914.12,0.0,4914.12
OI000346,ORD000173,PROD0021,1,3340.76,0.2,2672.61
OI000347,ORD000174,PROD0049,2,482.17,0.0,964.34
OI000348,ORD000175,PROD0049,1,482.17,0.0,482.17
OI000349,ORD000175,PROD0013,1,2374.52,0.05,2255.79
OI000350,ORD000176,PROD0045,1,1335.85,0.1,1202.26
OI000351,ORD000176,PROD0017,1,4778.51,0.0,4778.51
OI000352,ORD000177,PROD0013,1,2374.52,0.0,2374.52
OI000353,ORD000177,PROD0021,2,3340.76,0.1,6013.37
OI000354,ORD000177,PROD0007,1,2398.35,0.0,2398.35
OI000355,ORD000177,PROD0040,1,5311.32,0.0,5311.32
OI000356,ORD000178,PROD0025,1,1494.98,0.0,1494.98
OI000357,ORD000179,PROD0002,3,4273.58,0.05,12179.7
OI000358,ORD000179,PROD0030,1,1158.24,0.05,1100.33
OI000359,ORD000180,PROD0049,1,482.17,0.0,482.17
OI000360,ORD000180,PROD0032,1,1603.35,0.05,1523.18
OI000361,ORD000180,PROD0050,2,750.27,0.1,1350.49
OI000362,ORD000181,PROD0002,1,4273.58,0.05,4059.9
OI000363,ORD000182,PROD0021,1,3340.76,0.0,3340.76
OI000364,ORD000183,PROD0049,1,482.17,0.05,458.06
OI000365,ORD000183,PROD0003,1,3142.61,0.0,3142.61
OI000366,ORD000183,PROD0024,1,3493.68,0.15,2969.63
OI000367,ORD000183,PROD0020,1,4914.12,0.0,4914.12
OI000368,ORD000183,PROD0013,2,2374.52,0.0,4749.04
OI000369,ORD000184,PROD0050,1,750.27,0.0,750.27
OI000370,ORD000184,PROD0049,1,482.17,0.05,458.06
OI000371,ORD000184,PROD0034,1,623.0,0.0,623.0
OI000372,ORD000184,PROD0007,1,2398.35,0.0,2398.35
OI000373,ORD000184,PROD0013,2,2374.52,0.15,4036.68
OI000374,ORD000185,PROD0040,1,5311.32,0.05,5045.75
OI000375,ORD000185,PROD0023,1,2142.79,0.0,2142.79
OI000376,ORD000185,PROD0043,2,2914.27,0.15,4954.26
OI000377,ORD000186,PROD0044,1,311.15,0.0,311.15
OI000378,ORD000186,PROD0007,1,2398.35,0.1,2158.52
OI000379,ORD000186,PROD0008,1,1111.28,0.1,1000.15
OI000380,ORD000186,PROD0001,3,2978.99,0.0,8936.97
OI000381,ORD000187,PROD0044,1,311.15,0.2,248.92
OI000382,ORD000187,PROD0007,2,2398.35,0.05,4556.86
OI000383,ORD000188,PROD0006,1,657.82,0.05,624.93
OI000384,ORD000188,PROD0009,1,7194.38,0.2,5755.5
OI000385,ORD000189,PROD0049,3,482.17,0.1,1301.86
OI000386,ORD000189,PROD0013,2,2374.52,0.15,4036.68
OI000387,ORD000189,PROD0050,3,750.27,0.0,2250.81
OI000388,ORD000189,PROD0011,1,1364.75,0.0,1364.75
OI000389,ORD000189,PROD0044,1,311.15,0.0,311.15
OI000390,ORD000190,PROD0040,3,5311.32,0.15,13543.87
OI000391,ORD000191,PROD0050,1,750.27,0.15,637.73
OI000392,ORD000191,PROD0032,2,1603.35,0.0,3206.7
OI000393,ORD000191,PROD0044,1,311.15,0.05,295.59
OI000394,ORD000191,PROD0007,1,2398.35,0.2,1918.68
OI000395,ORD000192,PROD0049,1,482.17,0.0,482.17
OI000396,ORD000192,PROD0031,1,862.99,0.2,690.39
OI000397,ORD000193,PROD0040,1,5311.32,0.1,4780.19
OI000398,ORD000194,PROD0007,1,2398.35,0.05,2278.43
OI000399,ORD000194,PROD0028,1,9171.98,0.05,8713.38
OI000400,ORD000194,PROD0004,1,1971.0,0.15,1675.35
OI000401,ORD000195,PROD0050,1,750.27,0.0,750.27
OI000402,ORD000195,PROD0006,2,657.82,0.0,1315.64
OI000403,ORD000195,PROD0049,2,482.17,0.0,964.34
OI000404,ORD000195,PROD0021,3,3340.76,0.0,10022.28
OI000405,ORD000196,PROD0013,1,2374.52,0.15,2018.34
OI000406,ORD000196,PROD0034,1,623.0,0.0,623.0
OI000407,ORD000196,PROD0020,1,4914.12,0.05,4668.41
OI000408,ORD000197,PROD0013,1,2374.52,0.1,2137.07
OI000409,ORD000197,PROD0004,1,1971.0,0.1,1773.9
OI000410,ORD000198,PROD0036,1,1808.21,0.05,1717.8
OI000411,ORD000198,PROD0028,2,9171.98,0.0,18343.96
OI000412,ORD000198,PROD0032,3,1603.35,0.15,4088.54
OI000413,ORD000198,PROD0048,2,645.89,0.0,1291.78
OI000414,ORD000198,PROD0013,1,2374.52,0.0,2374.52
OI000415,ORD000199,PROD0013,1,2374.52,0.15,2018.34
OI000416,ORD000199,PROD0039,1,681.07,0.0,681.07
OI000417,ORD000200,PROD0007,3,2398.35,0.05,6835.3
OI000418,ORD000201,PROD0049,2,482.17,0.1,867.91
OI000419,ORD000201,PROD0019,1,957.5,0.0,957.5
OI000420,ORD000201,PROD0044,1,311.15,0.05,295.59
OI000421,ORD000202,PROD0028,1,9171.98,0.15,7796.18
OI000422,ORD000203,PROD0026,1,1145.07,0.05,1087.82
OI000423,ORD000204,PROD0014,1,2757.65,0.0,2757.65
OI000424,ORD000205,PROD0050,2,750.27,0.0,1500.54
OI000425,ORD000205,PROD0013,2,2374.52,0.0,4749.04
OI000426,ORD000205,PROD0041,1,579.12,0.0,579.12
OI000427,ORD000206,PROD0049,2,482.17,0.0,964.34
OI000428,ORD000206,PROD0011,2,1364.75,0.0,2729.5
OI000429,ORD000206,PROD0021,3,3340.76,0.0,10022.28
OI000430,ORD000207,PROD0040,1,5311.32,0.05,5045.75
OI000431,ORD000207,PROD0007,2,2398.35,0.0,4796.7
OI000432,ORD000208,PROD0050,1,750.27,0.0,750.27
